stn;time;vapour_pressure_2m_above [hPa];qpva200h0;mpva200h0;atmospheric_pressure [hPa];qprestah0;mprestah0;evaporation [mm];qeva000hs;meva000hs
MAG;2014121922;6.7;0;0;997.9;4;0;-;-;-
MAG;2014121923;6.4;0;0;998.0;4;0;-;-;-
MAG;2014122000;6.2;0;0;997.9;4;0;-;-;-
MAG;2014122001;6.1;0;0;997.8;4;0;-;-;-
MAG;2014122002;6.2;0;0;997.7;4;0;-;-;-
MAG;2014122003;6.2;0;0;997.5;4;0;-;-;-
MAG;2014122004;5.9;0;0;997.5;4;0;-;-;-
MAG;2014122005;6.0;0;0;997.7;4;0;-;-;-
MAG;2014122006;5.7;0;0;998.1;4;0;-;-;-
MAG;2014122007;6.0;0;0;998.6;4;0;-;-;-
MAG;2014122008;6.0;0;0;998.9;4;0;-;-;-
MAG;2014122009;6.1;0;0;999.1;4;0;-;-;-
MAG;2014122010;7.6;0;0;998.9;4;0;-;-;-
MAG;2014122011;8.6;0;0;998.0;4;0;-;-;-
MAG;2014122012;8.5;0;0;997.5;4;0;-;-;-
MAG;2014122013;8.5;0;0;997.0;4;0;-;-;-
MAG;2014122014;7.9;0;0;996.7;4;0;-;-;-
MAG;2014122015;7.6;0;0;996.8;4;0;-;-;-
MAG;2014122016;7.0;0;0;996.9;4;0;-;-;-
MAG;2014122017;6.6;0;0;997.3;4;0;-;-;-
MAG;2014122018;6.5;0;0;997.6;4;0;-;-;-
MAG;2014122019;6.3;0;0;997.8;4;0;-;-;-
MAG;2014122020;6.0;0;0;998.1;4;0;-;-;-
MAG;2014122021;5.9;0;0;998.3;4;0;-;-;-
MAG;2014122022;5.8;0;0;998.5;4;0;-;-;-
MAG;2014122023;5.7;0;0;998.6;4;0;-;-;-
MAG;2014122100;5.9;0;-8;998.6;4;0;-;-;-
MAG;2014122101;5.1;0;0;998.8;4;0;-;-;-
MAG;2014122102;4.8;0;0;999.3;4;0;-;-;-
MAG;2014122103;4.1;0;0;999.4;4;0;-;-;-
MAG;2014122104;3.8;0;0;999.6;4;0;-;-;-
MAG;2014122105;3.9;0;0;1000.1;4;0;-;-;-
MAG;2014122106;3.9;0;0;1000.7;4;0;-;-;-
MAG;2014122107;4.0;0;0;1001.3;4;0;-;-;-
MAG;2014122108;4.0;0;0;1002.2;4;0;-;-;-
MAG;2014122109;3.6;0;0;1002.9;4;0;-;-;-
MAG;2014122110;3.6;0;0;1003.2;4;0;-;-;-
MAG;2014122111;5.2;0;0;1003.5;4;0;-;-;-
MAG;2014122112;7.1;0;0;1003.7;4;0;-;-;-
MAG;2014122113;6.7;0;0;1003.7;4;0;-;-;-
MAG;2014122114;6.0;0;0;1003.9;4;0;-;-;-
MAG;2014122115;6.2;0;0;1004.1;4;0;-;-;-
MAG;2014122116;6.4;0;0;1004.7;4;0;-;-;-
MAG;2014122117;6.3;0;0;1005.3;4;0;-;-;-
MAG;2014122118;6.1;0;0;1006.4;4;0;-;-;-
MAG;2014122119;6.1;0;0;1007.1;4;0;-;-;-
MAG;2014122120;5.8;0;0;1007.5;4;0;-;-;-
MAG;2014122121;5.7;0;0;1007.6;4;0;-;-;-
MAG;2014122122;5.5;0;0;1007.6;4;0;-;-;-
MAG;2014122123;5.5;0;0;1007.5;4;0;-;-;-
MAG;2014122200;5.4;0;0;1007.2;4;0;-;-;-
MAG;2014122201;5.2;0;0;1006.9;4;0;-;-;-
MAG;2014122202;5.1;0;0;1006.6;4;0;-;-;-
MAG;2014122203;5.1;0;0;1006.1;4;0;-;-;-
MAG;2014122204;5.1;0;0;1005.7;4;0;-;-;-
MAG;2014122205;4.9;0;0;1005.5;4;0;-;-;-
MAG;2014122206;4.9;0;0;1005.4;4;0;-;-;-
MAG;2014122207;4.8;0;0;1005.7;4;0;-;-;-
MAG;2014122208;5.0;0;0;1005.9;4;0;-;-;-
MAG;2014122209;5.2;0;0;1006.0;4;0;-;-;-
MAG;2014122210;5.6;0;0;1005.8;4;0;-;-;-
MAG;2014122211;5.6;0;0;1005.2;4;0;-;-;-
MAG;2014122212;5.3;0;0;1004.2;4;0;-;-;-
MAG;2014122213;5.4;0;0;1003.5;4;0;-;-;-
MAG;2014122214;5.5;0;0;1003.1;4;0;-;-;-
MAG;2014122215;6.0;0;0;1003.3;4;0;-;-;-
MAG;2014122216;6.0;0;0;1003.5;4;0;-;-;-
MAG;2014122217;5.9;0;0;1003.8;4;0;-;-;-
MAG;2014122218;5.8;0;0;1004.1;4;0;-;-;-
MAG;2014122219;5.8;0;0;1004.3;4;0;-;-;-
MAG;2014122220;5.7;0;0;1004.4;4;0;-;-;-
MAG;2014122221;5.6;0;0;1004.7;4;0;-;-;-
MAG;2014122222;5.4;0;0;1004.9;4;0;-;-;-
MAG;2014122223;5.4;0;0;1004.8;4;0;-;-;-
MAG;2014122300;5.3;0;0;1004.5;4;0;-;-;-
MAG;2014122301;5.2;0;0;1004.5;4;0;-;-;-
MAG;2014122302;5.2;0;0;1004.5;4;0;-;-;-
MAG;2014122303;5.0;0;0;1004.1;4;0;-;-;-
MAG;2014122304;5.0;0;0;1003.7;4;0;-;-;-
MAG;2014122305;4.9;0;0;1003.8;4;0;-;-;-
MAG;2014122306;4.8;0;0;1004.0;4;0;-;-;-
MAG;2014122307;4.7;0;0;1004.4;4;0;-;-;-
MAG;2014122308;4.9;0;0;1004.4;4;0;-;-;-
MAG;2014122309;5.2;0;0;1004.5;4;0;-;-;-
MAG;2014122310;5.8;0;0;1004.4;4;0;-;-;-
MAG;2014122311;6.1;0;0;1003.9;4;0;-;-;-
MAG;2014122312;5.8;0;0;1003.3;4;0;-;-;-
MAG;2014122313;5.5;0;0;1002.6;4;0;-;-;-
MAG;2014122314;5.4;0;0;1002.6;4;0;-;-;-
MAG;2014122315;5.6;0;0;1002.7;4;0;-;-;-
MAG;2014122316;5.5;0;0;1003.0;4;0;-;-;-
MAG;2014122317;5.4;0;0;1003.2;4;0;-;-;-
MAG;2014122318;5.3;0;0;1003.4;4;0;-;-;-
MAG;2014122319;5.2;0;0;1003.4;4;0;-;-;-
MAG;2014122320;5.1;0;0;1003.4;4;0;-;-;-
MAG;2014122321;5.1;0;0;1003.6;4;0;-;-;-
MAG;2014122322;5.0;0;0;1003.7;4;0;-;-;-
MAG;2014122323;5.0;0;0;1003.6;4;0;-;-;-
MAG;2014122400;5.0;0;0;1003.4;4;0;-;-;-
MAG;2014122401;5.0;0;0;1003.4;4;0;-;-;-
MAG;2014122402;5.1;0;0;1003.2;4;0;-;-;-
MAG;2014122403;5.1;0;0;1002.9;4;0;-;-;-
MAG;2014122404;5.1;0;0;1002.7;4;0;-;-;-
MAG;2014122405;5.0;0;0;1002.8;4;0;-;-;-
MAG;2014122406;5.1;0;0;1002.9;4;0;-;-;-
MAG;2014122407;5.0;0;0;1003.0;4;0;-;-;-
MAG;2014122408;5.3;0;0;1003.5;4;0;-;-;-
MAG;2014122409;5.6;0;0;1003.7;4;0;-;-;-
MAG;2014122410;6.1;0;0;1003.4;4;0;-;-;-
MAG;2014122411;6.4;0;0;1002.7;4;0;-;-;-
MAG;2014122412;6.3;0;0;1001.9;4;0;-;-;-
MAG;2014122413;6.3;0;0;1001.4;4;0;-;-;-
MAG;2014122414;6.6;0;0;1001.0;4;0;-;-;-
MAG;2014122415;6.7;0;0;1000.9;4;0;-;-;-
MAG;2014122416;6.7;0;0;1000.7;4;0;-;-;-
MAG;2014122417;6.4;0;0;1000.8;4;0;-;-;-
MAG;2014122418;6.3;0;0;1001.0;4;0;-;-;-
MAG;2014122419;6.1;0;0;1001.1;4;0;-;-;-
MAG;2014122420;5.9;0;0;1001.1;4;0;-;-;-
MAG;2014122421;5.8;0;0;1001.2;4;0;-;-;-
MAG;2014122422;5.8;0;0;1001.3;4;0;-;-;-
MAG;2014122423;5.7;0;0;1001.2;4;0;-;-;-
MAG;2014122500;5.6;0;0;1001.0;4;0;-;-;-
MAG;2014122501;5.6;0;0;1000.5;4;0;-;-;-
MAG;2014122502;5.5;0;0;1000.3;4;0;-;-;-
MAG;2014122503;5.5;0;0;999.8;4;0;-;-;-
MAG;2014122504;5.6;0;0;999.4;4;0;-;-;-
MAG;2014122505;5.5;0;0;999.2;4;0;-;-;-
MAG;2014122506;5.4;0;0;999.2;4;0;-;-;-
MAG;2014122507;5.3;0;0;999.3;4;0;-;-;-
MAG;2014122508;5.4;0;0;999.2;4;0;-;-;-
MAG;2014122509;5.7;0;0;999.1;4;0;-;-;-
MAG;2014122510;6.3;0;0;998.7;4;0;-;-;-
MAG;2014122511;6.6;0;0;997.5;4;0;-;-;-
MAG;2014122512;6.4;0;0;996.9;4;0;-;-;-
MAG;2014122513;6.5;0;0;996.1;4;0;-;-;-
MAG;2014122514;6.2;0;0;995.7;4;0;-;-;-
MAG;2014122515;6.1;0;0;995.5;4;0;-;-;-
MAG;2014122516;5.9;0;0;995.9;4;0;-;-;-
MAG;2014122517;5.8;0;0;995.7;4;0;-;-;-
MAG;2014122518;5.6;0;0;996.1;4;0;-;-;-
MAG;2014122519;5.3;0;0;996.5;4;0;-;-;-
MAG;2014122520;5.2;0;0;996.8;4;0;-;-;-
MAG;2014122521;5.4;0;0;997.1;4;0;-;-;-
MAG;2014122522;4.7;0;0;997.5;4;0;-;-;-
MAG;2014122523;4.4;0;0;997.9;4;0;-;-;-
MAG;2014122600;3.3;0;0;998.3;4;0;-;-;-
MAG;2014122601;3.1;0;0;998.7;4;0;-;-;-
MAG;2014122602;3.2;0;0;999.0;4;0;-;-;-
MAG;2014122603;2.8;0;0;998.9;4;0;-;-;-
MAG;2014122604;3.0;0;0;999.1;4;0;-;-;-
MAG;2014122605;3.1;0;0;999.4;4;0;-;-;-
MAG;2014122606;3.2;0;0;1000.1;4;0;-;-;-
MAG;2014122607;3.3;0;-17;1001.0;4;0;-;-;-
MAG;2014122608;3.5;0;0;1001.4;4;0;-;-;-
MAG;2014122609;3.4;0;0;1001.7;4;0;-;-;-
MAG;2014122610;3.0;0;0;1001.3;4;0;-;-;-
MAG;2014122611;2.7;0;0;1000.6;4;0;-;-;-
MAG;2014122612;2.6;0;0;999.9;4;0;-;-;-
MAG;2014122613;2.3;0;0;999.4;4;0;-;-;-
MAG;2014122614;2.8;0;0;999.2;4;0;-;-;-
MAG;2014122615;2.8;0;0;999.5;4;0;-;-;-
MAG;2014122616;2.8;0;0;999.7;4;0;-;-;-
MAG;2014122617;2.7;0;0;999.8;4;0;-;-;-
MAG;2014122618;3.0;0;0;999.6;4;0;-;-;-
MAG;2014122619;2.8;0;0;999.4;4;0;-;-;-
MAG;2014122620;2.8;0;0;999.2;4;0;-;-;-
MAG;2014122621;2.9;0;0;998.9;4;0;-;-;-
MAG;2014122622;3.2;0;0;998.4;4;0;-;-;-
MAG;2014122623;3.3;0;0;997.5;4;0;-;-;-
MAG;2014122700;3.3;0;0;996.7;4;0;-;-;-
MAG;2014122701;3.5;0;0;996.2;4;0;-;-;-
MAG;2014122702;3.8;0;0;996.1;4;0;-;-;-
MAG;2014122703;4.1;0;0;995.3;4;0;-;-;-
MAG;2014122704;4.5;0;0;994.2;4;0;-;-;-
MAG;2014122705;4.1;0;0;993.2;4;0;-;-;-
MAG;2014122706;4.5;0;0;992.2;4;0;-;-;-
MAG;2014122707;4.2;0;0;990.8;4;0;-;-;-
MAG;2014122708;4.4;0;0;990.0;4;0;-;-;-
MAG;2014122709;4.3;0;0;989.1;4;0;-;-;-
MAG;2014122710;4.8;0;0;987.9;4;0;-;-;-
MAG;2014122711;5.7;0;0;985.6;4;0;-;-;-
MAG;2014122712;5.8;0;0;983.4;4;0;-;-;-
MAG;2014122713;5.9;0;0;982.0;4;0;-;-;-
MAG;2014122714;5.8;0;0;981.0;4;0;-;-;-
MAG;2014122715;5.7;0;0;980.2;4;0;-;-;-
MAG;2014122716;5.4;0;0;979.3;4;0;-;-;-
MAG;2014122717;5.3;0;0;978.7;4;0;-;-;-
MAG;2014122718;5.1;0;0;978.5;4;0;-;-;-
MAG;2014122719;4.8;0;0;978.3;4;0;-;-;-
MAG;2014122720;4.8;0;0;978.6;4;0;-;-;-
MAG;2014122721;4.8;0;0;978.4;4;0;-;-;-
MAG;2014122722;4.7;0;0;978.1;4;0;-;-;-
MAG;2014122723;4.6;0;0;977.4;4;0;-;-;-
MAG;2014122800;4.6;0;0;976.8;4;0;-;-;-
MAG;2014122801;4.6;0;0;976.6;4;0;-;-;-
MAG;2014122802;4.8;0;0;976.5;4;0;-;-;-
MAG;2014122803;4.7;0;0;976.3;4;0;-;-;-
MAG;2014122804;4.8;0;0;976.1;4;0;-;-;-
MAG;2014122805;4.8;0;0;976.1;4;0;-;-;-
MAG;2014122806;4.9;0;0;976.6;4;0;-;-;-
MAG;2014122807;4.9;0;0;977.2;4;0;-;-;-
MAG;2014122808;5.0;0;0;977.9;4;0;-;-;-
MAG;2014122809;5.2;0;0;978.6;4;0;-;-;-
MAG;2014122810;5.1;0;0;979.0;4;0;-;-;-
MAG;2014122811;4.6;0;0;979.2;4;0;-;-;-
MAG;2014122812;2.8;0;0;979.5;4;0;-;-;-
MAG;2014122813;2.6;0;0;980.4;4;0;-;-;-
MAG;2014122814;2.4;0;0;981.4;4;0;-;-;-
MAG;2014122815;2.3;0;0;982.9;4;0;-;-;-
MAG;2014122816;2.4;0;0;984.4;4;0;-;-;-
MAG;2014122817;2.4;0;0;985.7;4;0;-;-;-
MAG;2014122818;2.2;0;0;987.3;4;0;-;-;-
MAG;2014122819;2.0;0;0;988.7;4;0;-;-;-
MAG;2014122820;1.8;0;0;990.4;4;0;-;-;-
MAG;2014122821;1.7;0;0;991.9;4;0;-;-;-
MAG;2014122822;1.6;0;0;993.2;4;0;-;-;-
MAG;2014122823;1.6;0;0;994.4;4;0;-;-;-
MAG;2014122900;1.3;0;0;995.2;4;0;-;-;-
MAG;2014122901;1.5;0;0;996.1;4;0;-;-;-
MAG;2014122902;1.4;0;0;997.1;4;0;-;-;-
MAG;2014122903;1.2;0;0;997.9;4;0;-;-;-
MAG;2014122904;1.3;0;0;998.4;4;0;-;-;-
MAG;2014122905;1.1;0;0;998.8;4;0;-;-;-
MAG;2014122906;1.4;0;0;999.3;4;0;-;-;-
MAG;2014122907;1.1;0;0;1000.0;4;0;-;-;-
MAG;2014122908;1.0;0;0;1000.6;4;0;-;-;-
MAG;2014122909;1.1;0;0;1000.8;4;0;-;-;-
MAG;2014122910;1.0;0;0;1001.0;4;0;-;-;-
MAG;2014122911;1.3;0;0;1000.6;4;0;-;-;-
MAG;2014122912;2.0;0;0;999.6;4;0;-;-;-
MAG;2014122913;2.4;0;0;999.0;4;0;-;-;-
MAG;2014122914;2.9;0;0;999.2;4;0;-;-;-
MAG;2014122915;3.4;0;0;1000.0;4;0;-;-;-
MAG;2014122916;3.3;0;0;1000.6;4;0;-;-;-
MAG;2014122917;2.9;0;0;1000.4;4;0;-;-;-
MAG;2014122918;2.6;0;0;1000.2;4;0;-;-;-
MAG;2014122919;2.4;0;0;1000.7;4;0;-;-;-
MAG;2014122920;2.2;0;0;1001.7;4;0;-;-;-
MAG;2014122921;2.2;0;0;1001.9;4;0;-;-;-
MAG;2014122922;2.1;0;0;1002.5;4;0;-;-;-
MAG;2014122923;2.0;0;0;1002.5;4;0;-;-;-
MAG;2014123000;2.0;0;0;1002.6;4;0;-;-;-
MAG;2014123001;2.0;0;0;1003.0;4;0;-;-;-
MAG;2014123002;2.1;0;0;1003.6;4;0;-;-;-
MAG;2014123003;2.1;0;0;1003.8;4;0;-;-;-
MAG;2014123004;2.2;0;0;1003.6;4;0;-;-;-
MAG;2014123005;2.2;0;0;1003.4;4;0;-;-;-
MAG;2014123006;2.2;0;0;1003.3;4;0;-;-;-
MAG;2014123007;2.4;0;0;1003.3;4;0;-;-;-
MAG;2014123008;3.4;0;0;1003.7;4;0;-;-;-
MAG;2014123009;3.9;0;0;1003.5;4;0;-;-;-
MAG;2014123010;4.1;0;0;1002.9;4;0;-;-;-
MAG;2014123011;3.6;0;0;1002.2;4;0;-;-;-
MAG;2014123012;3.7;0;0;1001.1;4;0;-;-;-
MAG;2014123013;3.8;0;0;1000.4;4;0;-;-;-
MAG;2014123014;4.0;0;0;1000.4;4;0;-;-;-
MAG;2014123015;4.0;0;0;1000.5;4;0;-;-;-
MAG;2014123016;3.9;0;0;1000.8;4;0;-;-;-
MAG;2014123017;3.8;0;0;1001.1;4;0;-;-;-
MAG;2014123018;3.9;0;0;1001.5;4;0;-;-;-
MAG;2014123019;4.0;0;0;1002.1;4;0;-;-;-
MAG;2014123020;4.0;0;0;1002.5;4;0;-;-;-
MAG;2014123021;3.8;0;0;1002.7;4;0;-;-;-
MAG;2014123022;3.8;0;0;1002.8;4;0;-;-;-
MAG;2014123023;3.8;0;0;1003.0;4;0;-;-;-
MAG;2014123100;3.9;0;0;1003.5;4;0;-;-;-
MAG;2014123101;4.1;0;0;1003.7;4;0;-;-;-
MAG;2014123102;4.1;0;0;1003.6;4;0;-;-;-
MAG;2014123103;4.1;0;0;1003.0;4;0;-;-;-
MAG;2014123104;4.1;0;0;1002.3;4;0;-;-;-
MAG;2014123105;4.0;0;0;1002.1;4;0;-;-;-
MAG;2014123106;4.1;0;0;1002.5;4;0;-;-;-
MAG;2014123107;4.1;0;0;1003.2;4;0;-;-;-
MAG;2014123108;4.2;0;0;1003.6;4;0;-;-;-
MAG;2014123109;4.0;0;0;1003.9;4;0;-;-;-
MAG;2014123110;4.0;0;0;1004.1;4;0;-;-;-
MAG;2014123111;3.9;0;0;1004.5;4;0;-;-;-
MAG;2014123112;4.0;0;0;1004.6;4;0;-;-;-
MAG;2014123113;4.1;0;0;1004.3;4;0;-;-;-
MAG;2014123114;4.1;0;0;1004.5;4;0;-;-;-
MAG;2014123115;3.9;0;0;1005.3;4;0;-;-;-
MAG;2014123116;4.2;0;0;1006.2;4;0;-;-;-
MAG;2014123117;4.3;0;0;1007.0;4;0;-;-;-
MAG;2014123118;4.3;0;0;1008.0;4;0;-;-;-
MAG;2014123119;4.3;0;0;1008.9;4;0;-;-;-
MAG;2014123120;4.4;0;0;1009.5;4;0;-;-;-
MAG;2014123121;4.5;0;0;1010.0;4;0;-;-;-
MAG;2014123122;4.5;0;0;1010.6;4;0;-;-;-
MAG;2014123123;4.5;0;0;1010.8;4;0;-;-;-
MAG;2015010100;4.4;0;0;1010.9;4;0;-;-;-
MAG;2015010101;4.3;0;0;1011.0;4;0;-;-;-
MAG;2015010102;4.2;0;0;1010.8;4;0;-;-;-
MAG;2015010103;4.2;0;0;1010.2;4;0;-;-;-
MAG;2015010104;4.2;0;0;1009.5;4;0;-;-;-
MAG;2015010105;4.1;0;0;1009.0;4;0;-;-;-
MAG;2015010106;4.1;0;0;1009.3;4;0;-;-;-
MAG;2015010107;4.2;0;0;1009.6;4;0;-;-;-
MAG;2015010108;4.2;0;0;1009.9;4;0;-;-;-
MAG;2015010109;4.4;0;0;1010.5;4;0;-;-;-
MAG;2015010110;4.7;0;0;1010.7;4;0;-;-;-
MAG;2015010111;4.5;0;0;1010.2;4;0;-;-;-
MAG;2015010112;4.5;0;0;1009.4;4;0;-;-;-
MAG;2015010113;4.3;0;0;1008.8;4;0;-;-;-
MAG;2015010114;4.4;0;0;1009.0;4;0;-;-;-
MAG;2015010115;4.6;0;0;1009.1;4;0;-;-;-
MAG;2015010116;4.6;0;0;1009.5;4;0;-;-;-
MAG;2015010117;4.6;0;0;1009.7;4;0;-;-;-
MAG;2015010118;4.6;0;0;1010.3;4;0;-;-;-
MAG;2015010119;4.6;0;0;1010.9;4;0;-;-;-
MAG;2015010120;4.6;0;0;1011.1;4;0;-;-;-
MAG;2015010121;4.4;0;0;1011.0;4;0;-;-;-
MAG;2015010122;4.4;0;0;1010.9;4;0;-;-;-
MAG;2015010123;4.4;0;0;1010.8;4;0;-;-;-
MAG;2015010200;4.4;0;0;1010.2;4;0;-;-;-
MAG;2015010201;4.5;0;0;1009.8;4;0;-;-;-
MAG;2015010202;4.3;0;0;1009.7;4;0;-;-;-
MAG;2015010203;4.3;0;0;1009.4;4;0;-;-;-
MAG;2015010204;4.2;0;0;1008.8;4;0;-;-;-
MAG;2015010205;4.3;0;0;1008.4;4;0;-;-;-
MAG;2015010206;4.4;0;0;1008.3;4;0;-;-;-
MAG;2015010207;4.3;0;0;1008.3;4;0;-;-;-
MAG;2015010208;4.4;0;0;1008.3;4;0;-;-;-
MAG;2015010209;4.8;0;0;1008.2;4;0;-;-;-
MAG;2015010210;5.5;0;0;1007.7;4;0;-;-;-
MAG;2015010211;6.0;0;0;1006.5;4;0;-;-;-
MAG;2015010212;6.2;0;0;1005.3;4;0;-;-;-
MAG;2015010213;6.0;0;0;1004.8;4;0;-;-;-
MAG;2015010214;5.9;0;0;1004.9;4;0;-;-;-
MAG;2015010215;6.0;0;0;1004.8;4;0;-;-;-
MAG;2015010216;5.8;0;0;1004.6;4;0;-;-;-
MAG;2015010217;5.8;0;0;1004.3;4;0;-;-;-
MAG;2015010218;5.7;0;0;1004.2;4;0;-;-;-
MAG;2015010219;5.6;0;0;1004.2;4;0;-;-;-
MAG;2015010220;5.6;0;0;1004.0;4;0;-;-;-
MAG;2015010221;5.5;0;0;1004.1;4;0;-;-;-
MAG;2015010222;5.5;0;0;1003.7;4;0;-;-;-
MAG;2015010223;5.3;0;0;1003.4;4;0;-;-;-
MAG;2015010300;5.2;0;0;1003.0;4;0;-;-;-
MAG;2015010301;5.3;0;0;1003.0;4;0;-;-;-
MAG;2015010302;5.3;0;0;1002.9;4;0;-;-;-
MAG;2015010303;5.4;0;0;1002.4;4;0;-;-;-
MAG;2015010304;5.3;0;0;1002.0;4;0;-;-;-
MAG;2015010305;5.2;0;0;1001.9;4;0;-;-;-
MAG;2015010306;5.2;0;0;1002.1;4;0;-;-;-
MAG;2015010307;5.1;0;0;1002.2;4;0;-;-;-
MAG;2015010308;5.2;0;0;1002.4;4;0;-;-;-
MAG;2015010309;5.6;0;0;1002.0;4;0;-;-;-
MAG;2015010310;6.1;0;0;1001.1;4;0;-;-;-
MAG;2015010311;6.6;0;0;1000.4;4;0;-;-;-
MAG;2015010312;7.2;0;0;999.2;4;0;-;-;-
MAG;2015010313;7.2;0;0;998.2;4;0;-;-;-
MAG;2015010314;6.5;0;0;998.0;4;0;-;-;-
MAG;2015010315;6.5;0;0;997.6;4;0;-;-;-
MAG;2015010316;6.3;0;0;997.6;4;0;-;-;-
MAG;2015010317;6.0;0;0;996.8;4;0;-;-;-
MAG;2015010318;6.1;0;0;996.8;4;0;-;-;-
MAG;2015010319;6.1;0;0;996.3;4;0;-;-;-
MAG;2015010320;5.9;0;0;996.2;4;0;-;-;-
MAG;2015010321;5.8;0;0;995.6;4;0;-;-;-
MAG;2015010322;5.8;0;0;994.9;4;0;-;-;-
MAG;2015010323;5.5;0;0;994.5;4;0;-;-;-
MAG;2015010400;5.5;0;0;994.4;4;0;-;-;-
MAG;2015010401;6.2;0;0;994.7;4;0;-;-;-
MAG;2015010402;6.6;0;0;995.1;4;0;-;-;-
MAG;2015010403;6.4;0;0;995.1;4;0;-;-;-
MAG;2015010404;6.6;0;0;995.3;4;0;-;-;-
MAG;2015010405;7.1;0;0;996.0;4;0;-;-;-
MAG;2015010406;8.6;0;0;996.8;4;0;-;-;-
MAG;2015010407;8.9;0;0;997.8;4;0;-;-;-
MAG;2015010408;9.2;0;0;998.8;4;0;-;-;-
MAG;2015010409;8.9;0;0;999.6;4;0;-;-;-
MAG;2015010410;8.4;0;0;1000.1;4;0;-;-;-
MAG;2015010411;7.6;0;0;999.8;4;0;-;-;-
MAG;2015010412;3.4;0;0;999.6;4;0;-;-;-
MAG;2015010413;2.4;0;0;1000.4;4;0;-;-;-
MAG;2015010414;2.4;0;0;1001.2;4;0;-;-;-
MAG;2015010415;2.1;0;0;1002.0;4;0;-;-;-
MAG;2015010416;2.2;0;0;1003.0;4;0;-;-;-
MAG;2015010417;2.8;0;0;1003.6;4;0;-;-;-
MAG;2015010418;3.4;0;0;1004.3;4;0;-;-;-
MAG;2015010419;3.4;0;0;1004.7;4;0;-;-;-
MAG;2015010420;3.1;0;0;1005.1;4;0;-;-;-
MAG;2015010421;3.3;0;0;1005.3;4;0;-;-;-
MAG;2015010422;3.2;0;0;1005.4;4;0;-;-;-
MAG;2015010423;3.1;0;0;1005.2;4;0;-;-;-
MAG;2015010500;2.9;0;0;1005.0;4;0;-;-;-
MAG;2015010501;2.8;0;0;1005.4;4;0;-;-;-
MAG;2015010502;2.7;0;0;1005.3;4;0;-;-;-
MAG;2015010503;2.8;0;0;1004.8;4;0;-;-;-
MAG;2015010504;3.1;0;0;1004.5;4;0;-;-;-
MAG;2015010505;3.3;0;0;1004.7;4;0;-;-;-
MAG;2015010506;3.7;0;0;1005.2;4;0;-;-;-
MAG;2015010507;4.0;0;0;1005.6;4;0;-;-;-
MAG;2015010508;4.1;0;0;1005.8;4;0;-;-;-
MAG;2015010509;4.4;0;0;1005.8;4;0;-;-;-
MAG;2015010510;4.2;0;0;1005.4;4;0;-;-;-
MAG;2015010511;3.7;0;0;1004.4;4;0;-;-;-
MAG;2015010512;3.3;0;0;1003.2;4;0;-;-;-
MAG;2015010513;3.1;0;0;1002.5;4;0;-;-;-
MAG;2015010514;3.6;0;0;1002.3;4;0;-;-;-
MAG;2015010515;4.0;0;0;1002.2;4;0;-;-;-
MAG;2015010516;4.2;0;0;1002.5;4;0;-;-;-
MAG;2015010517;4.5;0;0;1002.7;4;0;-;-;-
MAG;2015010518;4.4;0;0;1002.5;4;0;-;-;-
MAG;2015010519;4.4;0;0;1002.1;4;0;-;-;-
MAG;2015010520;4.4;0;0;1001.7;4;0;-;-;-
MAG;2015010521;4.4;0;0;1001.4;4;0;-;-;-
MAG;2015010522;4.4;0;0;1001.2;4;0;-;-;-
MAG;2015010523;4.3;0;0;1000.8;4;0;-;-;-
MAG;2015010600;4.3;0;0;1000.2;4;0;-;-;-
MAG;2015010601;4.3;0;0;999.7;4;0;-;-;-
MAG;2015010602;4.2;0;0;999.4;4;0;-;-;-
MAG;2015010603;4.2;0;0;998.7;4;0;-;-;-
MAG;2015010604;4.1;0;0;998.2;4;0;-;-;-
MAG;2015010605;4.2;0;0;997.9;4;0;-;-;-
MAG;2015010606;4.2;0;0;997.8;4;0;-;-;-
MAG;2015010607;4.2;0;0;998.2;4;0;-;-;-
MAG;2015010608;4.3;0;0;998.6;4;0;-;-;-
MAG;2015010609;4.6;0;0;998.7;4;0;-;-;-
MAG;2015010610;5.4;0;0;998.8;4;0;-;-;-
MAG;2015010611;5.3;0;0;998.7;4;0;-;-;-
MAG;2015010612;5.2;0;0;998.3;4;0;-;-;-
MAG;2015010613;5.1;0;0;997.9;4;0;-;-;-
MAG;2015010614;5.2;0;0;998.2;4;0;-;-;-
MAG;2015010615;5.1;0;0;998.8;4;0;-;-;-
MAG;2015010616;5.0;0;0;999.6;4;0;-;-;-
MAG;2015010617;5.0;0;0;1000.5;4;0;-;-;-
MAG;2015010618;5.2;0;0;1001.3;4;0;-;-;-
MAG;2015010619;5.0;0;0;1002.0;4;0;-;-;-
MAG;2015010620;4.9;0;0;1002.3;4;0;-;-;-
MAG;2015010621;4.9;0;0;1002.7;4;0;-;-;-
MAG;2015010622;4.8;0;0;1003.3;4;0;-;-;-
MAG;2015010623;4.7;0;0;1003.5;4;0;-;-;-
MAG;2015010700;4.6;0;0;1003.7;4;0;-;-;-
MAG;2015010701;4.6;0;0;1004.3;4;0;-;-;-
MAG;2015010702;4.7;0;0;1004.6;4;0;-;-;-
MAG;2015010703;4.6;0;0;1004.6;4;0;-;-;-
MAG;2015010704;4.5;0;0;1004.3;4;0;-;-;-
MAG;2015010705;4.4;0;0;1004.2;4;0;-;-;-
